msEntrez,Association,PMID,Source
72055,Autism,,SFARI-Gene_genes
242773,Autism,,SFARI-Gene_genes
94229,Autism,,SFARI-Gene_genes
232333,Autism,,SFARI-Gene_genes
13162,Autism,,SFARI-Gene_genes
15567,Autism,,SFARI-Gene_genes
102857,Autism,,SFARI-Gene_genes
11989,Autism,,SFARI-Gene_genes
20539,Autism,,SFARI-Gene_genes
20540,Autism,,SFARI-Gene_genes
236794,Autism,,SFARI-Gene_genes
331004,Autism,,SFARI-Gene_genes
28253,Autism,,SFARI-Gene_genes
75409,Autism,,SFARI-Gene_genes
17128,Autism,,SFARI-Gene_genes
67155,Autism,,SFARI-Gene_genes
20586,Autism,,SFARI-Gene_genes
18787,Autism,,SFARI-Gene_genes
242126,Autism,,SFARI-Gene_genes
74011,Autism,,SFARI-Gene_genes
110172,Autism,,SFARI-Gene_genes
68094,Autism,,SFARI-Gene_genes
24061,Autism,,SFARI-Gene_genes
13006,Autism,,SFARI-Gene_genes
103677,Autism,,SFARI-Gene_genes
75788,Autism,,SFARI-Gene_genes
20614,Autism,,SFARI-Gene_genes
56463,Autism,,SFARI-Gene_genes
268534,Autism,,SFARI-Gene_genes
244962,Autism,,SFARI-Gene_genes
69178,Autism,,SFARI-Gene_genes
20655,Autism,,SFARI-Gene_genes
20658,Autism,,SFARI-Gene_genes
20678,Autism,,SFARI-Gene_genes
13602,Autism,,SFARI-Gene_genes
50850,Autism,,SFARI-Gene_genes
18479,Autism,,SFARI-Gene_genes
56381,Autism,,SFARI-Gene_genes
75396,Autism,,SFARI-Gene_genes
100043597,Autism,,SFARI-Gene_genes
259302,Autism,,SFARI-Gene_genes
69207,Autism,,SFARI-Gene_genes
243369,Autism,,SFARI-Gene_genes
20833,Autism,,SFARI-Gene_genes
64213,Autism,,SFARI-Gene_genes
20450,Autism,,SFARI-Gene_genes
20842,Autism,,SFARI-Gene_genes
53416,Autism,,SFARI-Gene_genes
20907,Autism,,SFARI-Gene_genes
20910,Autism,,SFARI-Gene_genes
78808,Autism,,SFARI-Gene_genes
243659,Autism,,SFARI-Gene_genes
67043,Autism,,SFARI-Gene_genes
20964,Autism,,SFARI-Gene_genes
20965,Autism,,SFARI-Gene_genes
56403,Autism,,SFARI-Gene_genes
64009,Autism,,SFARI-Gene_genes
240057,Autism,,SFARI-Gene_genes
104015,Autism,,SFARI-Gene_genes
20979,Autism,,SFARI-Gene_genes
110058,Autism,,SFARI-Gene_genes
270627,Autism,,SFARI-Gene_genes
21341,Autism,,SFARI-Gene_genes
21343,Autism,,SFARI-Gene_genes
77097,Autism,,SFARI-Gene_genes
216965,Autism,,SFARI-Gene_genes
381921,Autism,,SFARI-Gene_genes
67581,Autism,,SFARI-Gene_genes
210544,Autism,,SFARI-Gene_genes
72238,Autism,,SFARI-Gene_genes
271981,Autism,,SFARI-Gene_genes
21372,Autism,,SFARI-Gene_genes
81004,Autism,,SFARI-Gene_genes
21375,Autism,,SFARI-Gene_genes
21380,Autism,,SFARI-Gene_genes
21411,Autism,,SFARI-Gene_genes
21413,Autism,,SFARI-Gene_genes
21416,Autism,,SFARI-Gene_genes
56720,Autism,,SFARI-Gene_genes
21683,Autism,,SFARI-Gene_genes
21750,Autism,,SFARI-Gene_genes
214133,Autism,,SFARI-Gene_genes
21825,Autism,,SFARI-Gene_genes
21833,Autism,,SFARI-Gene_genes
24086,Autism,,SFARI-Gene_genes
277203,Autism,,SFARI-Gene_genes
66261,Autism,,SFARI-Gene_genes
230770,Autism,,SFARI-Gene_genes
192289,Autism,,SFARI-Gene_genes
213988,Autism,,SFARI-Gene_genes
21976,Autism,,SFARI-Gene_genes
74401,Autism,,SFARI-Gene_genes
224619,Autism,,SFARI-Gene_genes
78232,Autism,,SFARI-Gene_genes
76510,Autism,,SFARI-Gene_genes
223435,Autism,,SFARI-Gene_genes
14897,Autism,,SFARI-Gene_genes
22068,Autism,,SFARI-Gene_genes
17364,Autism,,SFARI-Gene_genes
100683,Autism,,SFARI-Gene_genes
64930,Autism,,SFARI-Gene_genes
22084,Autism,,SFARI-Gene_genes
243931,Autism,,SFARI-Gene_genes
74257,Autism,,SFARI-Gene_genes
64540,Autism,,SFARI-Gene_genes
21912,Autism,,SFARI-Gene_genes
234138,Autism,,SFARI-Gene_genes
22138,Autism,,SFARI-Gene_genes
233276,Autism,,SFARI-Gene_genes
22215,Autism,,SFARI-Gene_genes
207777,Autism,,SFARI-Gene_genes
100763,Autism,,SFARI-Gene_genes
320538,Autism,,SFARI-Gene_genes
70790,Autism,,SFARI-Gene_genes
20184,Autism,,SFARI-Gene_genes
382018,Autism,,SFARI-Gene_genes
217843,Autism,,SFARI-Gene_genes
329178,Autism,,SFARI-Gene_genes
326622,Autism,,SFARI-Gene_genes
68134,Autism,,SFARI-Gene_genes
22283,Autism,,SFARI-Gene_genes
14479,Autism,,SFARI-Gene_genes
77593,Autism,,SFARI-Gene_genes
252870,Autism,,SFARI-Gene_genes
22284,Autism,,SFARI-Gene_genes
107868,Autism,,SFARI-Gene_genes
22318,Autism,,SFARI-Gene_genes
22349,Autism,,SFARI-Gene_genes
666173,Autism,,SFARI-Gene_genes
22018,Autism,,SFARI-Gene_genes
94093,Autism,,SFARI-Gene_genes
74407,Autism,,SFARI-Gene_genes
22214,Autism,,SFARI-Gene_genes
238328,Autism,,SFARI-Gene_genes
22337,Autism,,SFARI-Gene_genes
278180,Autism,,SFARI-Gene_genes
225131,Autism,,SFARI-Gene_genes
83767,Autism,,SFARI-Gene_genes
72145,Autism,,SFARI-Gene_genes
545030,Autism,,SFARI-Gene_genes
226757,Autism,,SFARI-Gene_genes
279561,Autism,,SFARI-Gene_genes
22408,Autism,,SFARI-Gene_genes
80707,Autism,,SFARI-Gene_genes
22591,Autism,,SFARI-Gene_genes
103573,Autism,,SFARI-Gene_genes
208146,Autism,,SFARI-Gene_genes
240255,Autism,,SFARI-Gene_genes
22627,Autism,,SFARI-Gene_genes
22632,Autism,,SFARI-Gene_genes
235320,Autism,,SFARI-Gene_genes
56490,Autism,,SFARI-Gene_genes
70579,Autism,,SFARI-Gene_genes
330474,Autism,,SFARI-Gene_genes
211978,Autism,,SFARI-Gene_genes
66505,Autism,,SFARI-Gene_genes
52712,Autism,,SFARI-Gene_genes
30046,Autism,,SFARI-Gene_genes
241494,Autism,,SFARI-Gene_genes
242466,Autism,,SFARI-Gene_genes
241514,Autism,,SFARI-Gene_genes
622675,Autism,,SFARI-Gene_genes
67263,Autism,,SFARI-Gene_genes
68014,Autism,,SFARI-Gene_genes
